CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,ChatGPT_Response
CVE-2008-3844,CVE-2008-3844,"Certain Red Hat Enterprise Linux (RHEL) 4 and 5 packages for OpenSSH, as signed in August 2008 using a legitimate Red Hat GPG key, contain an externally introduced modification (Trojan Horse) that allows the package authors to have an unknown impact. NOTE: since the malicious packages were not distributed from any official Red Hat sources, the scope of this issue is restricted to users who may have obtained these packages through unofficial distribution points. As of 20080827, no unofficial distributions of this software are known.",,"enterprise_linux_desktop, enterprise_linux, openssh",HIGH,CWE-20,SSH,none
CVE-2020-29144,CVE-2020-29144,"In Ericsson BSCS iX R18 Billing & Rating iX R18, MX is a web base module in BSCS iX that is vulnerable to stored XSS via an Alert Dashboard comment. In most test cases, session hijacking was also possible by utilizing the XSS vulnerability. This potentially allows for full account takeover, or exploiting admins' browsers by using the beef framework.",,"bscs_ix_r18_billing_\&_rating_mx, bscs_ix_r18_billing_\&_rating_admx",MEDIUM,CWE-79,None,none
CVE-2020-15315,CVE-2020-15315,Zyxel CloudCNM SecuManager 3.1.0 and 3.1.1 has a hardcoded DSA SSH key for the root account within the /opt/axess chroot directory tree.,,cloudcnm_secumanager,MEDIUM,CWE-798,SSH,SSH
CVE-2002-2103,CVE-2002-2103,"Apache before 1.3.24, when writing to the log file, records a spoofed hostname from the reverse lookup of an IP address, even when a double-reverse lookup fails, which allows remote attackers to hide the original source of activities.",,http_server,MEDIUM,NVD-CWE-Other,None,none
CVE-2019-6110,CVE-2019-6110,"In OpenSSH 7.9, due to accepting and displaying arbitrary stderr output from the server, a malicious server (or Man-in-The-Middle attacker) can manipulate the client output, for example to use ANSI control codes to hide additional files being transferred.",,"scalance_x204rna_eec_firmware, openssh, scalance_x204rna, element_software, winscp, scalance_x204rna_eec, storage_automation_store, scalance_x204rna_firmware, ontap_select_deploy",MEDIUM,CWE-838,SSH,SSH
CVE-2004-2104,CVE-2004-2104,"Novell NetWare Enterprise Web Server 5.1 and 6.0 allows remote attackers to obtain sensitive server information, including the internal IP address, via a direct request to (1) snoop.jsp, (2) SnoopServlet, (3) env.bas, or (4) lcgitest.nlm.",,netware,MEDIUM,NVD-CWE-Other,None,none
CVE-2021-20110,CVE-2021-20110,"Due to Manage Engine Asset Explorer Agent 1.0.34 not validating HTTPS certificates, an attacker on the network can statically configure their IP address to match the Asset Explorer's Server IP address. This will allow an attacker to send a NEWSCAN request to a listening agent on the network as well as receive the agent's HTTP request verifying its authtoken. In httphandler.cpp, the agent reaching out over HTTP is vulnerable to an Integer Overflow, which can be turned into a Heap Overflow allowing for remote code execution as NT AUTHORITY/SYSTEM on the agent machine. The Integer Overflow occurs when receiving POST response from the Manage Engine server, and the agent calling ""HttpQueryInfoW"" in order to get the ""Content-Length"" size from the incoming POST request. This size is taken, but multiplied to a larger amount. If an attacker specifies a Content-Length size of 1073741823 or larger, this integer arithmetic will wrap the value back around to smaller integer, then calls ""calloc"" with this size to allocate memory. The following API ""InternetReadFile"" will copy the POST data into this buffer, which will be too small for the contents, and cause heap overflow.",,manageengine_assetexplorer,CRITICAL,CWE-295,None,none
CVE-2007-3571,CVE-2007-3571,"The Apache Web Server as used in Novell NetWare 6.5 and GroupWise allows remote attackers to obtain sensitive information via a certain directive to Apache that causes the HTTP-Header response to be modified, which may reveal the server's internal IP address.",,"netware, groupwise",MEDIUM,NVD-CWE-Other,None,none
CVE-2015-3170,CVE-2015-3170,"selinux-policy when sysctl fs.protected_hardlinks are set to 0 allows local users to cause a denial of service (SSH login prevention) by creating a hardlink to /etc/passwd from a directory named .config, and updating selinux-policy.",,selinux,MEDIUM,CWE-254,SSH,none
CVE-2003-0069,CVE-2003-0069,"The PuTTY terminal emulator 0.53 allows attackers to modify the window title via a certain character escape sequence and then insert it back to the command line in the user's terminal, e.g. when the user views a file containing the malicious sequence, which could allow the attacker to execute arbitrary commands.",,putty,HIGH,NVD-CWE-Other,None,none
CVE-2001-0872,CVE-2001-0872,"OpenSSH 3.0.1 and earlier with UseLogin enabled does not properly cleanse critical environment variables such as LD_PRELOAD, which allows local users to gain root privileges.",,"suse_linux, linux, openssh",HIGH,NVD-CWE-Other,SSH,SSH
CVE-2020-29055,CVE-2020-29055,"An issue was discovered on CDATA 72408A, 9008A, 9016A, 92408A, 92416A, 9288, 97016, 97024P, 97028P, 97042P, 97084P, 97168P, FD1002S, FD1104, FD1104B, FD1104S, FD1104SN, FD1108S, FD1204S-R2, FD1204SN, FD1204SN-R2, FD1208S-R2, FD1216S-R1, FD1608GS, FD1608SN, FD1616GS, FD1616SN, and FD8000 devices. By default, the appliance can be managed remotely only with HTTP, telnet, and SNMP. It doesn't support SSL/TLS for HTTP or SSH. An attacker can intercept passwords sent in cleartext and conduct man-in-the-middle attacks on the management of the appliance.",,"fd1104sn_firmware, fd1616gs, fd1216s-r1, fd1204sn-r2_firmware, fd1104, 92408a, 92408a_firmware, 97042p, 9016a, 92416a, 97028p, 97168p_firmware, 97016, fd1108s, fd1608gs_firmware, fd1608sn, 72408a, fd8000_firmware, fd1204sn-r2, fd1002s, 9288, fd1104sn, fd1104b, 97042p_firmware, fd1204s-r2_firmware, fd1108s_firmware, 97016_firmware, fd8000, 97168p, fd1204sn_firmware, fd1616gs_firmware, fd1204s-r2, 97028p_firmware, fd1204sn, 72408a_firmware, 92416a_firmware, 97024p, 9008a, 97084p_firmware, 9008a_firmware, fd1616sn_firmware, fd1616sn, 97024p_firmware, fd1104b_firmware, fd1208s-r2, fd1002s_firmware, fd1104s, 9016a_firmware, fd1216s-r1_firmware, fd1208s-r2_firmware, fd1608gs, fd1608sn_firmware, 9288_firmware, 97084p, fd1104s_firmware, fd1104_firmware",MEDIUM,CWE-319,SSH,none
CVE-2021-1419,CVE-2021-1419,"A vulnerability in the SSH management feature of multiple Cisco Access Points (APs) platforms could allow a local, authenticated user to modify files on the affected device and possibly gain escalated privileges. The vulnerability is due to improper checking on file operations within the SSH management interface. A network administrator user could exploit this vulnerability by accessing an affected device through SSH management to make a configuration change. A successful exploit could allow the attacker to gain privileges equivalent to the root user.",,"aironet_1815t_firmware, aironet_1562e, aironet_1830e_firmware, catalyst_9124axi_firmware, catalyst_9105axi, aironet_1850e_firmware, aironet_4800_firmware, 1100-8p, aironet_3800e_firmware, catalyst_9115axe_firmware, aironet_1562i_firmware, aironet_1815w_firmware, aironet_2800e, catalyst_9115axi_firmware, catalyst_9120axp, catalyst_9124axi, aironet_1850i_firmware, aironet_1562d_firmware, 1100-8p_firmware, catalyst_9115axi, catalyst_iw6300_dcw, catalyst_9124axd_firmware, 1120, catalyst_9124axd, catalyst_iw6300_dc, catalyst_9120axe, catalyst_9105axw_firmware, aironet_4800, aironet_1830e, catalyst_9130axe_firmware, aironet_2800i_firmware, catalyst_9120axe_firmware, aironet_1815i_firmware, catalyst_9800-40, catalyst_9800-l, aironet_3800i, aironet_3800p, aironet_2800e_firmware, catalyst_9120axi_firmware, catalyst_9130axi_firmware, aironet_1542i_firmware, catalyst_9117axi, aironet_1562d, aironet_3800e, catalyst_9115axe, aironet_1562e_firmware, aironet_1840i_firmware, aironet_1815m, catalyst_iw6300_ac_firmware, aironet_1815w, catalyst_9800-80, aironet_1815t, catalyst_9105axi_firmware, aironet_1850i, aironet_3800i_firmware, catalyst_9120axp_firmware, catalyst_9130axi, esw6300_firmware, catalyst_9130axe, aironet_1542i, aironet_1830i, aironet_3800p_firmware, catalyst_iw6300_dcw_firmware, catalyst_9117_firmware, catalyst_9800_firmware, 1120_firmware, aironet_1850e, aironet_2800i, 1160_integrated_services_router, aironet_1562i, aironet_1840i, aironet_1542d_firmware, catalyst_9800-cl, esw6300, catalyst_9120axi, 1160_firmware, catalyst_iw6300_dc_firmware, aironet_1830i_firmware, wireless_lan_controller_software, catalyst_9105axw, aironet_1815m_firmware, aironet_1542d, aironet_1815i, catalyst_iw6300_ac",HIGH,CWE-269,SSH,SSH
CVE-2012-6371,CVE-2012-6371,"The WPA2 implementation on the Belkin N900 F9K1104v1 router establishes a WPS PIN based on 6 digits of the LAN/WLAN MAC address, which makes it easier for remote attackers to obtain access to a Wi-Fi network by reading broadcast packets, a different vulnerability than CVE-2012-4366.",belkin,n900_wireless_router,LOW,CWE-310,None,none
CVE-2013-4651,CVE-2013-4651,"Siemens Scalance W7xx devices with firmware before 4.5.4 use the same hardcoded X.509 certificate across different customers' installations, which makes it easier for remote attackers to conduct man-in-the-middle attacks against SSL sessions by leveraging the certificate's trust relationship.",siemens,"scalance_w786-2pro, scalance_w700_series_firmware, scalance_w746-1pro, scalance_w747-1, scalance_w784-1, scalance_w786-1pro, scalance_w788-2pro, scalance_w786-2rr, scalance_w786-3pro, scalance_w744-1pro, scalance_w747-1rr, scalance_w788-1pro, scalance_w788-2rr, scalance_w746-1, scalance_w744-1, scalance_w788-1rr, scalance_w784-1rr",MEDIUM,CWE-255,None,SSL
CVE-2017-5243,CVE-2017-5243,"The default SSH configuration in Rapid7 Nexpose hardware appliances shipped before June 2017 does not specify desired algorithms for key exchange and other important functions. As a result, it falls back to allowing ALL algorithms supported by the relevant version of OpenSSH and makes the installations vulnerable to a range of MITM, downgrade, and decryption attacks.",rapid7,nexpose,HIGH,CWE-327,SSH,SSH
CVE-2021-27893,CVE-2021-27893,SSH Tectia Client and Server before 6.4.19 on Windows allow local privilege escalation in nonstandard conditions. ConnectSecure on Windows is affected.,"microsoft, ssh","windows, tectia_server, tectia_client, tectia_connectsecure",HIGH,CWE-269,SSH,none
CVE-2019-0069,CVE-2019-0069,"On EX4600, QFX5100 Series, NFX Series, QFX10K Series, QFX5110, QFX5200 Series, QFX5110, QFX5200, QFX10K Series, vSRX, SRX1500, SRX4000 Series, vSRX, SRX1500, SRX4000, QFX5110, QFX5200, QFX10K Series, when the user uses console management port to authenticate, the credentials used during device authentication are written to a log file in clear text. This issue does not affect users that are logging-in using telnet, SSH or J-web to the management IP. This issue affects ACX, NFX, SRX, EX and QFX platforms with the Linux Host OS architecture, it does not affect other SRX and EX platforms that do not use the Linux Host OS architecture. This issue affects Juniper Networks Junos OS: 15.1X49 versions prior to 15.1X49-D110 on vSRX, SRX1500, SRX4000 Series; 15.1X53 versions prior to 15.1X53-D234 on QFX5110, QFX5200 Series; 15.1X53 versions prior to 15.1X53-D68 on QFX10K Series; 17.1 versions prior to 17.1R2-S8, 17.1R3, on QFX5110, QFX5200, QFX10K Series; 17.2 versions prior to 17.2R1-S7, 17.2R2-S6, 17.2R3 on QFX5110, QFX5200, QFX10K Series; 17.3 versions prior to 17.3R2 on vSRX, SRX1500, SRX4000, QFX5110, QFX5200, QFX10K Series; 14.1X53 versions prior to 14.1X53-D47 on ACX5000, EX4600, QFX5100 Series; 15.1 versions prior to 15.1R7 on ACX5000, EX4600, QFX5100 Series; 16.1R7 versions prior to 16.1R7 on ACX5000, EX4600, QFX5100 Series; 17.1 versions prior to 17.1R2-S10, 17.1R3 on ACX5000, EX4600, QFX5100 Series; 17.2 versions prior to 17.2R3 on ACX5000, EX4600, QFX5100 Series; 17.3 versions prior to 17.3R3 on ACX5000, EX4600, QFX5100 Series; 17.4 versions prior to 17.4R2 on ACX5000, EX4600, QFX5100 Series; 18.1 versions prior to 18.1R2 on ACX5000, EX4600, QFX5100 Series; 15.1X53 versions prior to 15.1X53-D496 on NFX Series, 17.2 versions prior to 17.2R3-S1 on NFX Series; 17.3 versions prior to 17.3R3-S4 on NFX Series; 17.4 versions prior to 17.4R2-S4, 17.4R3 on NFX Series, 18.1 versions prior to 18.1R3-S4 on NFX Series; 18.2 versions prior to 18.2R2-S3, 18.2R3 on NFX Series; 18.3 versions prior to 18.3R1-S3, 18.3R2 on NFX Series; 18.4 versions prior to 18.4R1-S1, 18.4R2 on NFX Series.",juniper,"qfx10008, junos, qfx5110, srx1500, vsrx, nfx250, qfx5200, acx5000, ex4600, nfx150, qfx10016, srx4000",MEDIUM,CWE-319,None,"SSH, none"
CVE-2008-1259,CVE-2008-1259,"The Zyxel P-2602HW-D1A router with 3.40(AJZ.1) firmware maintains authentication state by IP address, which allows remote attackers to bypass authentication by establishing a session from a source IP address of a user who previously authenticated within the previous 5 minutes.",zyxel,p-2602hw-d1a,HIGH,CWE-287,None,none
CVE-2020-11543,CVE-2020-11543,OpsRamp Gateway before 7.0.0 has a backdoor account vadmin with the password 9vt@f3Vt that allows root SSH access to the server. This issue has been resolved in OpsRamp Gateway firmware version 7.0.0 where an administrator and a system user accounts are the only available user accounts for the gateway appliance.,opsramp,gateway,CRITICAL,CWE-798,SSH,SSH
CVE-2012-4561,CVE-2012-4561,"The (1) publickey_make_dss, (2) publickey_make_rsa, (3) signature_from_string, (4) ssh_do_sign, and (5) ssh_sign_session_id functions in keys.c in libssh before 0.5.3 free ""an invalid pointer on an error path,"" which might allow remote attackers to cause a denial of service (crash) via unspecified vectors.",libssh,libssh,MEDIUM,NVD-CWE-noinfo,SSH,SSH
